list_name_encoded,request_date,rank,title,bestsellers_date,published_date,previous_published_date,list_name,list_display_name,publisher,author,isbn
audio-fiction,2019-01-01,9,EVERY BREATH,2018-12-29,2019-01-13,2018-12-01,Audio Fiction,Audio Fiction,Hachette Audio,Nicholas Sparks,9781478992660
audio-fiction,2019-01-01,10,THE NAME OF THE WIND,2018-12-29,2019-01-13,2018-12-01,Audio Fiction,Audio Fiction,Brilliance Audio,Patrick Rothfuss,9781423389309
audio-fiction,2019-01-01,11,THEN SHE WAS GONE,2018-12-29,2019-01-13,2018-12-01,Audio Fiction,Audio Fiction,Dreamscape Media,Lisa Jewell,9781520098272
audio-fiction,2019-01-01,12,PAST TENSE,2018-12-29,2019-01-13,2018-12-01,Audio Fiction,Audio Fiction,Random House Audio,Lee Child,9781524774325
audio-fiction,2019-01-01,13,THE WIFE BETWEEN US,2018-12-29,2019-01-13,2018-12-01,Audio Fiction,Audio Fiction,Macmillan Audio,Greer Hendricks and Sarah Pekkanen,9781427293046
audio-fiction,2019-01-01,14,ELEANOR OLIPHANT IS COMPLETELY FINE,2018-12-29,2019-01-13,2018-12-01,Audio Fiction,Audio Fiction,Penguin Audio,Gail Honeyman,9781524749699
audio-fiction,2019-01-01,15,A GAME OF THRONES,2018-12-29,2019-01-13,2018-12-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9781415900642
audio-fiction,2019-02-01,1,WHERE THE CRAWDADS SING,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Penguin Audio,Delia Owens,9780525640370
audio-fiction,2019-02-01,2,THEN SHE WAS GONE,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Dreamscape Media,Lisa Jewell,9781520098272
audio-fiction,2019-02-01,3,NINE PERFECT STRANGERS,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Macmillan Audio,Liane Moriarty,9781427299130
audio-fiction,2019-02-01,4,THE RECKONING,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Random House Audio,John Grisham,9780525639268
audio-fiction,2019-02-01,5,CIRCE,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Hachette Audio,Madeline Miller,9781478975311
audio-fiction,2019-02-01,6,NEVERWHERE,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,HarperAudio,Neil Gaiman,9780061549113
audio-fiction,2019-02-01,7,VERSES FOR THE DEAD,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Hachette Audio,Douglas Preston and Lincoln Child,9781549142215
audio-fiction,2019-02-01,8,A GAME OF THRONES,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9781415900642
audio-fiction,2019-02-01,9,ELEANOR OLIPHANT IS COMPLETELY FINE,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Penguin Audio,Gail Honeyman,9781524749699
audio-fiction,2019-02-01,10,THE NAME OF THE WIND,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Brilliance Audio,Patrick Rothfuss,9781423389309
audio-fiction,2019-02-01,11,ON THE SHOULDERS OF TITANS,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Podium,Andrew Rowe,9781772308082
audio-fiction,2019-02-01,12,OUTLANDER,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Recorded Books,Diana Gabaldon,9781436101288
audio-fiction,2019-02-01,13,HOLDING,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Simon & Schuster Audio,Graham Norton,9781508245216
audio-fiction,2019-02-01,14,EVERY BREATH,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Hachette Audio,Nicholas Sparks,9781478992660
audio-fiction,2019-02-01,15,ONE DAY IN DECEMBER,2019-02-02,2019-02-17,2019-01-01,Audio Fiction,Audio Fiction,Random House Audio,Josie Silver,9781984827135
audio-fiction,2019-03-01,1,WHERE THE CRAWDADS SING,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Penguin Audio,Delia Owens,9780525640370
audio-fiction,2019-03-01,2,THE SILENT PATIENT,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Macmillan Audio,Alex Michaelides,9781250317537
audio-fiction,2019-03-01,3,NORSE MYTHOLOGY,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,HarperAudio,Neil Gaiman,9780062663641
audio-fiction,2019-03-01,4,CONNECTIONS IN DEATH,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Macmillan Audio,JD Robb,9781250318107
audio-fiction,2019-03-01,5,A KILLER'S MIND,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Brilliance Audio,Mike Omer,9781543697438
audio-fiction,2019-03-01,6,MISSION CRITICAL,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Audible Studios,Mark Greaney,DBKADBL030732
audio-fiction,2019-03-01,7,THEN SHE WAS GONE,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Dreamscape Media,Lisa Jewell,9781520098272
audio-fiction,2019-03-01,8,ELEANOR OLIPHANT IS COMPLETELY FINE,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Penguin Audio,Gail Honeyman,9781524749699
audio-fiction,2019-03-01,9,THE FIRST FIFTEEN LIVES OF HARRY AUGUST,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Hachette Audio,Claire North,9781478952947
audio-fiction,2019-03-01,10,A GAME OF THRONES,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9781415900642
audio-fiction,2019-03-01,11,THE OTHERS,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Breakneck Media,Jeremy Robinson,DBKACX0122823
audio-fiction,2019-03-01,12,A DISCOVERY OF WITCHES,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Penguin Audio,Deborah Harkness,9781101484531
audio-fiction,2019-03-01,13,THE WEDDING GUEST,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Random House Audio,Jonathan Kellerman,9780593103302
audio-fiction,2019-03-01,14,NINE PERFECT STRANGERS,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Macmillan Audio,Liane Moriarty,9781427299130
audio-fiction,2019-03-01,15,I OWE YOU ONE,2019-03-02,2019-03-17,2019-02-01,Audio Fiction,Audio Fiction,Random House Audio,Sophie Kinsella,9780525639671
audio-fiction,2019-04-01,1,WHERE THE CRAWDADS SING,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Penguin Audio,Delia Owens,9780525640370
audio-fiction,2019-04-01,2,THE SILENT PATIENT,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Macmillan Audio,Alex Michaelides,9781250317537
audio-fiction,2019-04-01,3,DAISY JONES & THE SIX,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Random House Audio,Taylor Jenkins Reid,9781984845306
audio-fiction,2019-04-01,4,CEMETERY ROAD,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,HarperAudio,Greg Iles,9780062824646
audio-fiction,2019-04-01,5,TIAMAT'S WRATH,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Recorded Books,James SA Corey,9781980006527
audio-fiction,2019-04-01,6,RENEGADES,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Podium Publishing,Craig Alanson,9781772308631
audio-fiction,2019-04-01,7,A GAME OF THRONES,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9781415900642
audio-fiction,2019-04-01,8,ELEANOR OLIPHANT IS COMPLETELY FINE,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Penguin Audio,Gail Honeyman,9781524749699
audio-fiction,2019-04-01,9,GOOD OMENS,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,HarperAudio,Neil Gaiman and Terry Pratchett,9780061967078
audio-fiction,2019-04-01,10,RUN AWAY,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Brilliance Audio,Harlan Coben,9781501217746
audio-fiction,2019-04-01,11,THE TATTOOIST OF AUSCHWITZ,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,HarperAudio,Heather Morris,9780062866998
audio-fiction,2019-04-01,12,PRETTY GIRLS,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Blackstone Audio,Karin Slaughter,9781504610681
audio-fiction,2019-04-01,13,CELTIC EMPIRE,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Penguin Audio,Clive Cussler and Dirk Cussler,9780525636397
audio-fiction,2019-04-01,14,THEN SHE WAS GONE,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Dreamscape Media,Lisa Jewell,9781520098272
audio-fiction,2019-04-01,15,WOLF PACK,2019-03-30,2019-04-14,2019-03-01,Audio Fiction,Audio Fiction,Recorded Books,CJ Box,9781980021803
audio-fiction,2019-05-01,1,WHERE THE CRAWDADS SING,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Penguin Audio,Delia Owens,9780525640370
audio-fiction,2019-05-01,2,REDEMPTION,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Hachette Audio,David Baldacci,9781478999256
audio-fiction,2019-05-01,3,A GAME OF THRONES,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9781415900642
audio-fiction,2019-05-01,4,THE SILENT PATIENT,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Macmillan Audio,Alex Michaelides,9781250317537
audio-fiction,2019-05-01,5,THE NIGHT TIGER,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Macmillan Audio,Yangsze Choo,9781250316981
audio-fiction,2019-05-01,6,STAR WARS: MASTER & APPRENTICE,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Random House Audio,Claudia Gray,9781984886460
audio-fiction,2019-05-01,7,NEON PREY,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Penguin Audio,John Sandford,9780525634386
audio-fiction,2019-05-01,8,RENEGADES,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Podium Publishing,Craig Alanson,9781772308631
audio-fiction,2019-05-01,9,THE MISTER,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Random House Audio,E L James,9780593152935
audio-fiction,2019-05-01,10,A CLASH OF KINGS,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9781415902004
audio-fiction,2019-05-01,11,THE TATTOOIST OF AUSCHWITZ,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,HarperAudio,Heather Morris,9780062866998
audio-fiction,2019-05-01,12,THE CLOCKMAKER'S DAUGHTER,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Bolinda,Kate Morton,9781489453853
audio-fiction,2019-05-01,13,ELEANOR OLIPHANT IS COMPLETELY FINE,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Penguin Audio,Gail Honeyman,9781524749699
audio-fiction,2019-05-01,14,DAISY JONES & THE SIX,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Random House Audio,Taylor Jenkins Reid,9781984845306
audio-fiction,2019-05-01,15,A STORM OF SWORDS,2019-04-27,2019-05-12,2019-04-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9780739308738
audio-fiction,2019-06-01,1,WHERE THE CRAWDADS SING,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Penguin Audio,Delia Owens,9780525640370
audio-fiction,2019-06-01,2,A GAME OF THRONES,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9781415900642
audio-fiction,2019-06-01,3,HEADS WILL ROLL,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Audible Original,Kate McKinnon and Emily Lynne,DORORIG000143
audio-fiction,2019-06-01,4,A CLASH OF KINGS,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9781415902004
audio-fiction,2019-06-01,5,THE SILENT PATIENT,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Macmillan Audio,Alex Michaelides,9781250317537
audio-fiction,2019-06-01,6,A STORM OF SWORDS,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9780739308738
audio-fiction,2019-06-01,7,STORM CURSED,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Penguin Audio,Patricia Briggs,9780698196049
audio-fiction,2019-06-01,8,THE 18TH ABDUCTION,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Hachette Audio,James Patterson and Maxine Paetro,9781549117299
audio-fiction,2019-06-01,9,GOOD OMENS,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,HarperAudio,Neil Gaiman and Terry Pratchett,9780061967078
audio-fiction,2019-06-01,10,TRUTH AND LIES,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Brilliance Audio,Caroline Mitchell,9781978601147
audio-fiction,2019-06-01,11,DEATHTRAP,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Blue Heron Audio,Craig Alanson,DBKACX0149937
audio-fiction,2019-06-01,12,FIRE AND BLOOD,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Random House Audio,George R.R. Martin,9781984838704
audio-fiction,2019-06-01,13,A FEAST FOR CROWS,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9780449011881
audio-fiction,2019-06-01,14,ELEANOR OLIPHANT IS COMPLETELY FINE,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Penguin Audio,Gail Honeyman,9781524749699
audio-fiction,2019-06-01,15,CAPTIVES,2019-06-01,2019-06-16,2019-05-01,Audio Fiction,Audio Fiction,Blackstone Audio,Nicholas Sansbury Smith,9781982560485
audio-fiction,2019-07-01,1,WHERE THE CRAWDADS SING,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Penguin Audio,Delia Owens,9780525640370
audio-fiction,2019-07-01,2,CITY OF GIRLS,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Penguin Audio,Elizabeth Gilbert,9781984888471
audio-fiction,2019-07-01,3,GOOD OMENS,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,HarperAudio,Neil Gaiman and Terry Pratchett,9780061967078
audio-fiction,2019-07-01,4,THE SILENT PATIENT,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Macmillan Audio,Alex Michaelides,9781250317537
audio-fiction,2019-07-01,5,FALL; OR DODGE IN HELL,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Brilliance Audio,Neal Stephenson,9781511328401
audio-fiction,2019-07-01,6,A CLASH OF KINGS,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9781415902004
audio-fiction,2019-07-01,7,A GAME OF THRONES,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9781415900642
audio-fiction,2019-07-01,8,HEADS WILL ROLL,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Audible Original,Kate McKinnon and Emily Lynne,DORORIG000143
audio-fiction,2019-07-01,9,SUMMER OF '69,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Hachette Audio,Elin Hilderbrand,9781549117350
audio-fiction,2019-07-01,10,UNSOLVED,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Hachette Audio,James Patterson and David Ellis,9781549117312
audio-fiction,2019-07-01,11,THE CACTUS,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Harlequin Audio,Sarah Haywood,9781488204562
audio-fiction,2019-07-01,12,A STORM OF SWORDS,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Random House Audio,George RR Martin,9780739308738
audio-fiction,2019-07-01,13,STAN LEE'S ALLIANCES: A TRICK OF LIGHT,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Audible Original,Stan Lee and Kat Rosenfield,DORORIG000091
audio-fiction,2019-07-01,14,ELEANOR OLIPHANT IS COMPLETELY FINE,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Penguin Audio,Gail Honeyman,9781524749699
audio-fiction,2019-07-01,15,TOM CLANCY: ENEMY CONTACT,2019-06-29,2019-07-14,2019-06-01,Audio Fiction,Audio Fiction,Random House Audio,Mike Maden,9781984887900
audio-fiction,2019-08-01,1,WHERE THE CRAWDADS SING,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Penguin Audio,Delia Owens,9780525640370
audio-fiction,2019-08-01,2,CITY OF GIRLS,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Penguin Audio,Elizabeth Gilbert,9781984888471
audio-fiction,2019-08-01,3,UNDER CURRENTS,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Macmillan Audio,Nora Roberts,9781250219336
audio-fiction,2019-08-01,4,THE SILENT PATIENT,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Macmillan Audio,Alex Michaelides,9781250317537
audio-fiction,2019-08-01,5,THRAWN: TREASON,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Random House Audio,Timothy Zahn,9781984889966
audio-fiction,2019-08-01,6,SUMMER OF '69,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Hachette Audio,Elin Hilderbrand,9781549117350
audio-fiction,2019-08-01,7,ONE GOOD DEED,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Hachette Audio,David Baldacci,9781549151965
audio-fiction,2019-08-01,8,THE NEW GIRL,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,HarperAudio,Daniel Silva,9780062835017
audio-fiction,2019-08-01,9,WHISPER NETWORK,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Macmillan Audio,Chandler Baker,9781250220882
audio-fiction,2019-08-01,10,MISSING MOLLY,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Dreamscape Media,Natalie Barelli,9781974927142
audio-fiction,2019-08-01,11,AGE OF LEGEND,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Recorded Books,Michael J Sullivan,9781490656243
audio-fiction,2019-08-01,12,"THE DEEP, DEEP SNOW",2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Audible Original,Brian Freeman,DORORIG000195
audio-fiction,2019-08-01,13,STAN LEE'S ALLIANCES: A TRICK OF LIGHT,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Audible Original,Stan Lee and Kat Rosenfield,DORORIG000091
audio-fiction,2019-08-01,14,BEFORE WE WERE YOURS,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Random House Audio,Lisa Wingate,9781524780685
audio-fiction,2019-08-01,15,DARK AGE,2019-08-03,2019-08-18,2019-07-01,Audio Fiction,Audio Fiction,Recorded Books,Pierce Brown,9781980000174
audio-fiction,2019-09-01,1,WHERE THE CRAWDADS SING,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Penguin Audio,Delia Owens,9780525640370
audio-fiction,2019-09-01,2,THE TURN OF THE KEY,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Simon & Schuster Audio,Ruth Ware,9781508284123
audio-fiction,2019-09-01,3,THE SILENT PATIENT,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Macmillan Audio,Alex Michaelides,9781250317537
audio-fiction,2019-09-01,4,ONE GOOD DEED,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Hachette Audio,David Baldacci,9781549151965
audio-fiction,2019-09-01,5,CITY OF GIRLS,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Penguin Audio,Elizabeth Gilbert,9781984888471
audio-fiction,2019-09-01,6,THE LAST WIDOW,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Blackstone Audio,Karin Slaughter,9781504780155
audio-fiction,2019-09-01,7,THE LAST HOUSE GUEST,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Simon & Schuster Audio,Megan Miranda,9781508251491
audio-fiction,2019-09-01,8,THE ART OF RACING IN THE RAIN,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,HarperAudio,Garth Stein,9780061630682
audio-fiction,2019-09-01,9,BEFORE WE WERE YOURS,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Random House Audio,Lisa Wingate,9781524780685
audio-fiction,2019-09-01,10,OUTFOX,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Hachette Audio,Sandra Brown,9781478916857
audio-fiction,2019-09-01,11,A BETTER MAN,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Macmillan Audio,Louise Penny,9781250230898
audio-fiction,2019-09-01,12,THE INN,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Hachette Audio,James Patterson with Candice Fox,9781549118890
audio-fiction,2019-09-01,13,OLD BONES,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Hachette Audio,Douglas Preston and Lincoln Child,9781549142239
audio-fiction,2019-09-01,14,SUMMER OF '69,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Hachette Audio,Elin Hilderbrand,9781549117350
audio-fiction,2019-09-01,15,ELEANOR OLIPHANT IS COMPLETELY FINE,2019-08-31,2019-09-15,2019-08-01,Audio Fiction,Audio Fiction,Penguin Audio,Gail Honeyman,9781524749699
audio-fiction,2019-10-01,1,THE INSTITUTE,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Simon & Schuster Audio,Stephen King,9781508279075
audio-fiction,2019-10-01,2,THE TESTAMENTS,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Random House Audio,Margaret Atwood,9780525590460
audio-fiction,2019-10-01,3,WHERE THE CRAWDADS SING,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Penguin Audio,Delia Owens,9780525640370
audio-fiction,2019-10-01,4,THE SILENT PATIENT,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Macmillan Audio,Alex Michaelides,9781250317537
audio-fiction,2019-10-01,5,THE WATER DANCER,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Random House Audio,Ta-Nehisi Coates,9780525494850
audio-fiction,2019-10-01,6,VENDETTA IN DEATH,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Macmillan Audio,JD Robb,9781250231031
audio-fiction,2019-10-01,7,VINCE FLYNN: LETHAL AGENT,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Simon & Schuster Audio,Kyle Mills,9781508287711
audio-fiction,2019-10-01,8,THE GOLDFINCH,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Hachette Audio,Donna Tartt,9781600247125
audio-fiction,2019-10-01,9,THE HANDMAID'S TALE,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Audible Studios,Margaret Atwood,9781603932110
audio-fiction,2019-10-01,10,THE SECRETS WE KEPT,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Random House Audio,Lara Prescott,9781984885920
audio-fiction,2019-10-01,11,RUN AWAY,2019-09-28,2019-10-13,2019-09-01,Audio Fiction,Audio Fiction,Brilliance Audio,Harlan Coben,9781501217746
